T,RH,AH,,,,,,,,,,,,,,
5.4,82.6,0.7495,,,,,,,,,,,,,,
6.4,76.3,0.7369,,,,,,,,,,,,,,
7.0,73.6,0.7417,,,,,,,,,,,,,,
7.2,72.3,0.7392,,,,,,,,,,,,,,
7.9,69.3,0.7413,,,,,,,,,,,,,,
7.4,71.7,0.7434,,,,,,,,,,,,,,
7.7,71.9,0.7575,,,,,,,,,,,,,,
8.1,68.0,0.7396,,,,,,,,,,,,,,
6.7,77.1,0.7597,,,,,,,,,,,,,,
6.8,77.9,0.7756,,,,,,,,,,,,,,
8.9,66.7,0.7634,,,,,,,,,,,,,,
11.6,54.1,0.7387,,,,,,,,,,,,,,
13.5,49.4,0.7598,,,,,,,,,,,,,,
13.8,50.9,0.7960,,,,,,,,,,,,,,
13.4,55.9,0.8588,,,,,,,,,,,,,,
12.9,59.0,0.8736,,,,,,,,,,,,,,
13.3,59.0,0.8945,,,,,,,,,,,,,,
13.0,61.9,0.9224,,,,,,,,,,,,,,
12.5,63.6,0.9193,,,,,,,,,,,,,,
12.2,65.8,0.9310,,,,,,,,,,,,,,
12.6,65.2,0.9474,,,,,,,,,,,,,,
13.3,63.6,0.9681,,,,,,,,,,,,,,
13.5,62.6,0.9644,,,,,,,,,,,,,,
14.1,59.6,0.9563,,,,,,,,,,,,,,
14.0,61.4,0.9773,,,,,,,,,,,,,,
13.5,63.4,0.9755,,,,,,,,,,,,,,
13.2,64.2,0.9706,,,,,,,,,,,,,,
13.6,62.2,0.9643,,,,,,,,,,,,,,
13.7,61.1,0.9537,,,,,,,,,,,,,,
13.5,63.8,0.9801,,,,,,,,,,,,,,
12.5,67.3,0.9743,,,,,,,,,,,,,,
13.2,64.2,0.9664,,,,,,,,,,,,,,
13.1,63.4,0.9535,,,,,,,,,,,,,,
13.8,60.5,0.9526,,,,,,,,,,,,,,
13.7,60.4,0.9390,,,,,,,,,,,,,,
14.0,59.7,0.9495,,,,,,,,,,,,,,
15.0,56.2,0.9539,,,,,,,,,,,,,,
16.9,50.9,0.9714,,,,,,,,,,,,,,
16.6,52.4,0.9810,,,,,,,,,,,,,,
16.4,53.2,0.9826,,,,,,,,,,,,,,
16.1,52.8,0.9579,,,,,,,,,,,,,,
15.7,54.4,0.9616,,,,,,,,,,,,,,
15.4,55.3,0.9616,,,,,,,,,,,,,,
15.2,54.7,0.9362,,,,,,,,,,,,,,
14.7,56.6,0.9392,,,,,,,,,,,,,,
14.4,58.2,0.9495,,,,,,,,,,,,,,
14.3,59.2,0.9608,,,,,,,,,,,,,,
14.0,60.4,0.9622,,,,,,,,,,,,,,
13.7,63.6,0.9912,,,,,,,,,,,,,,
13.1,68.7,1.0329,,,,,,,,,,,,,,
13.2,69.9,1.0526,,,,,,,,,,,,,,
12.8,71.2,1.0454,,,,,,,,,,,,,,
12.9,70.4,1.0444,,,,,,,,,,,,,,
12.4,72.5,1.0411,,,,,,,,,,,,,,
13.0,70.3,1.0502,,,,,,,,,,,,,,
12.3,73.3,1.0448,,,,,,,,,,,,,,
12.8,71.8,1.0551,,,,,,,,,,,,,,
13.1,70.2,1.0567,,,,,,,,,,,,,,
12.8,71.8,1.0551,,,,,,,,,,,,,,
13.1,70.3,1.0566,,,,,,,,,,,,,,
13.7,67.0,1.0446,,,,,,,,,,,,,,
14.0,65.4,1.0427,,,,,,,,,,,,,,
14.4,63.8,1.0421,,,,,,,,,,,,,,
14.1,65.9,1.0531,,,,,,,,,,,,,,
14.1,65.9,1.0552,,,,,,,,,,,,,,
14.1,66.0,1.0539,,,,,,,,,,,,,,
14.0,66.4,1.0536,,,,,,,,,,,,,,
13.8,66.4,1.0451,,,,,,,,,,,,,,
13.4,68.1,1.0441,,,,,,,,,,,,,,
13.2,69.1,1.0452,,,,,,,,,,,,,,
13.0,70.0,1.0420,,,,,,,,,,,,,,
12.7,69.9,1.0223,,,,,,,,,,,,,,
12.0,71.9,1.0071,,,,,,,,,,,,,,
13.2,66.8,1.0087,,,,,,,,,,,,,,
12.4,69.5,0.9986,,,,,,,,,,,,,,
13.1,65.7,0.9858,,,,,,,,,,,,,,
11.8,70.6,0.9731,,,,,,,,,,,,,,
12.3,68.0,0.9734,,,,,,,,,,,,,,
12.0,69.2,0.9697,,,,,,,,,,,,,,
11.7,69.8,0.9612,,,,,,,,,,,,,,
12.1,67.6,0.9500,,,,,,,,,,,,,,
12.5,65.1,0.9399,,,,,,,,,,,,,,
12.8,62.5,0.9213,,,,,,,,,,,,,,
13.4,59.9,0.9143,,,,,,,,,,,,,,
13.4,57.9,0.8895,,,,,,,,,,,,,,
13.6,56.4,0.8754,,,,,,,,,,,,,,
13.8,56.3,0.8841,,,,,,,,,,,,,,
13.7,57.9,0.9063,,,,,,,,,,,,,,
13.6,58.9,0.9139,,,,,,,,,,,,,,
13.4,59.7,0.9142,,,,,,,,,,,,,,
13.3,61.2,0.9330,,,,,,,,,,,,,,
13.2,61.8,0.9313,,,,,,,,,,,,,,
12.9,61.5,0.9139,,,,,,,,,,,,,,
12.6,63.9,0.9307,,,,,,,,,,,,,,
12.0,67.4,0.9417,,,,,,,,,,,,,,
11.9,69.0,0.9568,,,,,,,,,,,,,,
12.0,66.6,0.9293,,,,,,,,,,,,,,
11.4,69.6,0.9373,,,,,,,,,,,,,,
11.2,70.3,0.9323,,,,,,,,,,,,,,
11.5,68.2,0.9271,,,,,,,,,,,,,,
10.7,71.3,0.9161,,,,,,,,,,,,,,
10.0,74.8,0.9161,,,,,,,,,,,,,,
9.2,78.5,0.9143,,,,,,,,,,,,,,
8.8,79.4,0.9033,,,,,,,,,,,,,,
8.7,79.4,0.8944,,,,,,,,,,,,,,
8.9,76.5,0.8767,,,,,,,,,,,,,,
9.9,73.3,0.8936,,,,,,,,,,,,,,
11.8,65.5,0.9010,,,,,,,,,,,,,,
13.0,60.9,0.9061,,,,,,,,,,,,,,
14.7,52.3,0.8687,,,,,,,,,,,,,,
15.1,49.6,0.8428,,,,,,,,,,,,,,
15.7,48.8,0.8657,,,,,,,,,,,,,,
15.8,48.9,0.8707,,,,,,,,,,,,,,
14.6,54.0,0.8946,,,,,,,,,,,,,,
14.3,56.3,0.9119,,,,,,,,,,,,,,
14.1,57.8,0.9262,,,,,,,,,,,,,,
13.1,62.9,0.9430,,,,,,,,,,,,,,
12.0,67.5,0.9467,,,,,,,,,,,,,,
10.7,70.9,0.9113,,,,,,,,,,,,,,
10.0,73.2,0.8988,,,,,,,,,,,,,,
9.4,75.0,0.8874,,,,,,,,,,,,,,
8.5,76.9,0.8557,,,,,,,,,,,,,,
8.4,75.9,0.8407,,,,,,,,,,,,,,
6.9,80.7,0.8054,,,,,,,,,,,,,,
6.2,82.1,0.7825,,,,,,,,,,,,,,
7.0,77.3,0.7759,,,,,,,,,,,,,,
6.5,79.7,0.7751,,,,,,,,,,,,,,
7.7,76.8,0.8112,,,,,,,,,,,,,,
8.2,74.9,0.8184,,,,,,,,,,,,,,
8.8,73.2,0.8298,,,,,,,,,,,,,,
9.7,70.1,0.8432,,,,,,,,,,,,,,
11.7,62.7,0.8586,,,,,,,,,,,,,,
13.1,58.5,0.8770,,,,,,,,,,,,,,
14.2,54.1,0.8707,,,,,,,,,,,,,,
14.2,54.3,0.8757,,,,,,,,,,,,,,
14.0,56.3,0.8940,,,,,,,,,,,,,,
13.5,57.8,0.8933,,,,,,,,,,,,,,
12.3,63.0,0.9015,,,,,,,,,,,,,,
11.4,68.0,0.9166,,,,,,,,,,,,,,
10.8,69.5,0.8995,,,,,,,,,,,,,,
11.0,67.1,0.8766,,,,,,,,,,,,,,
9.5,71.3,0.8458,,,,,,,,,,,,,,
8.8,71.0,0.8089,,,,,,,,,,,,,,
8.0,73.4,0.7899,,,,,,,,,,,,,,
7.6,73.0,0.7629,,,,,,,,,,,,,,
7.1,73.9,0.7515,,,,,,,,,,,,,,
7.1,73.5,0.7439,,,,,,,,,,,,,,
6.7,75.0,0.7390,,,,,,,,,,,,,,
5.1,81.3,0.7204,,,,,,,,,,,,,,
4.3,82.9,0.6968,,,,,,,,,,,,,,
5.3,80.4,0.7234,,,,,,,,,,,,,,
5.7,79.3,0.7326,,,,,,,,,,,,,,
6.8,74.8,0.7423,,,,,,,,,,,,,,
6.9,75.2,0.7505,,,,,,,,,,,,,,
8.0,71.9,0.7712,,,,,,,,,,,,,,
9.3,67.1,0.7849,,,,,,,,,,,,,,
10.2,63.6,0.7928,,,,,,,,,,,,,,
11.0,60.9,0.7966,,,,,,,,,,,,,,
11.3,60.1,0.8022,,,,,,,,,,,,,,
12.2,56.9,0.8068,,,,,,,,,,,,,,
11.9,59.1,0.8211,,,,,,,,,,,,,,
10.3,66.3,0.8286,,,,,,,,,,,,,,
8.2,74.9,0.8187,,,,,,,,,,,,,,
7.9,77.1,0.8223,,,,,,,,,,,,,,
8.3,75.0,0.8253,,,,,,,,,,,,,,
8.2,75.2,0.8185,,,,,,,,,,,,,,
8.3,69.7,0.7632,,,,,,,,,,,,,,
6.7,74.4,0.7344,,,,,,,,,,,,,,
6.4,74.9,0.7238,,,,,,,,,,,,,,
4.9,80.1,0.7011,,,,,,,,,,,,,,
4.8,79.4,0.6872,,,,,,,,,,,,,,
3.3,82.6,0.6450,,,,,,,,,,,,,,
2.4,86.6,0.6369,,,,,,,,,,,,,,
3.4,81.4,0.6425,,,,,,,,,,,,,,
4.2,77.0,0.6439,,,,,,,,,,,,,,
3.5,80.8,0.6406,,,,,,,,,,,,,,
3.5,80.3,0.6366,,,,,,,,,,,,,,
4.0,78.5,0.6450,,,,,,,,,,,,,,
4.5,76.6,0.6534,,,,,,,,,,,,,,
5.6,72.3,0.6627,,,,,,,,,,,,,,
7.5,64.4,0.6720,,,,,,,,,,,,,,
8.9,60.8,0.6921,,,,,,,,,,,,,,
10.6,55.3,0.7058,,,,,,,,,,,,,,
12.3,46.3,0.6597,,,,,,,,,,,,,,
12.2,47.0,0.6686,,,,,,,,,,,,,,
10.5,55.1,0.6993,,,,,,,,,,,,,,
8.7,66.3,0.7491,,,,,,,,,,,,,,
7.9,69.9,0.7487,,,,,,,,,,,,,,
7.6,65.3,0.6842,,,,,,,,,,,,,,
6.5,67.6,0.6608,,,,,,,,,,,,,,
5.9,66.4,0.6226,,,,,,,,,,,,,,
5.2,70.0,0.6232,,,,,,,,,,,,,,
5.2,67.8,0.6028,,,,,,,,,,,,,,
4.9,67.1,0.5863,,,,,,,,,,,,,,
5.1,65.5,0.5811,,,,,,,,,,,,,,
4.0,69.5,0.5706,,,,,,,,,,,,,,
3.7,68.9,0.5549,,,,,,,,,,,,,,
4.5,62.7,0.5343,,,,,,,,,,,,,,
4.7,62.3,0.5368,,,,,,,,,,,,,,
3.9,67.1,0.5483,,,,,,,,,,,,,,
5.7,54.5,0.5034,,,,,,,,,,,,,,
6.1,50.3,0.4769,,,,,,,,,,,,,,
9.0,39.5,0.4554,,,,,,,,,,,,,,
10.7,34.4,0.4406,,,,,,,,,,,,,,
11.1,33.4,0.4401,,,,,,,,,,,,,,
11.9,30.8,0.4285,,,,,,,,,,,,,,
11.4,32.0,0.4310,,,,,,,,,,,,,,
11.3,32.5,0.4334,,,,,,,,,,,,,,
11.0,33.0,0.4331,,,,,,,,,,,,,,
10.3,35.0,0.4377,,,,,,,,,,,,,,
8.4,40.9,0.4542,,,,,,,,,,,,,,
8.3,38.5,0.4228,,,,,,,,,,,,,,
8.1,37.9,0.4100,,,,,,,,,,,,,,
7.7,39.0,0.4106,,,,,,,,,,,,,,
7.0,41.5,0.4193,,,,,,,,,,,,,,
6.6,42.6,0.4179,,,,,,,,,,,,,,
6.4,44.2,0.4280,,,,,,,,,,,,,,
6.0,46.0,0.4349,,,,,,,,,,,,,,
4.4,53.1,0.4484,,,,,,,,,,,,,,
4.0,54.3,0.4454,,,,,,,,,,,,,,
3.7,55.8,0.4489,,,,,,,,,,,,,,
2.6,58.6,0.4385,,,,,,,,,,,,,,
3.2,56.0,0.4364,,,,,,,,,,,,,,
3.6,55.4,0.4419,,,,,,,,,,,,,,
1.8,63.3,0.4464,,,,,,,,,,,,,,
2.4,60.2,0.4426,,,,,,,,,,,,,,
4.6,52.1,0.4472,,,,,,,,,,,,,,
8.2,40.5,0.4414,,,,,,,,,,,,,,
10.5,34.7,0.4393,,,,,,,,,,,,,,
11.1,33.3,0.4384,,,,,,,,,,,,,,
11.1,32.6,0.4292,,,,,,,,,,,,,,
12.4,28.3,0.4076,,,,,,,,,,,,,,
12.9,24.5,0.3630,,,,,,,,,,,,,,
11.4,28.7,0.3865,,,,,,,,,,,,,,
9.2,39.3,0.4573,,,,,,,,,,,,,,
7.8,48.1,0.5115,,,,,,,,,,,,,,
7.2,50.6,0.5170,,,,,,,,,,,,,,
6.0,53.3,0.5008,,,,,,,,,,,,,,
5.3,55.0,0.4921,,,,,,,,,,,,,,
4.2,58.1,0.4832,,,,,,,,,,,,,,
3.4,60.9,0.4809,,,,,,,,,,,,,,
3.0,60.2,0.4639,,,,,,,,,,,,,,
3.2,58.8,0.4578,,,,,,,,,,,,,,
3.3,57.7,0.4516,,,,,,,,,,,,,,
4.5,53.8,0.4572,,,,,,,,,,,,,,
3.1,59.7,0.4604,,,,,,,,,,,,,,
4.2,57.1,0.4743,,,,,,,,,,,,,,
3.4,58.5,0.4608,,,,,,,,,,,,,,
3.9,57.3,0.4661,,,,,,,,,,,,,,
4.3,56.8,0.4768,,,,,,,,,,,,,,
5.6,52.9,0.4841,,,,,,,,,,,,,,
5.5,54.9,0.4985,,,,,,,,,,,,,,
5.1,64.3,0.5697,,,,,,,,,,,,,,
5.5,66.1,0.6010,,,,,,,,,,,,,,
5.5,69.3,0.6331,,,,,,,,,,,,,,
5.0,75.5,0.6667,,,,,,,,,,,,,,
5.2,76.2,0.6796,,,,,,,,,,,,,,
5.3,77.4,0.6954,,,,,,,,,,,,,,
5.0,79.6,0.7022,,,,,,,,,,,,,,
5.1,83.0,0.7352,,,,,,,,,,,,,,
6.4,82.9,0.8022,,,,,,,,,,,,,,
10.3,74.0,0.9237,,,,,,,,,,,,,,
11.3,71.8,0.9577,,,,,,,,,,,,,,
9.8,81.9,0.9923,,,,,,,,,,,,,,
9.5,83.8,0.9972,,,,,,,,,,,,,,
9.9,81.0,0.9885,,,,,,,,,,,,,,
9.9,79.8,0.9725,,,,,,,,,,,,,,
6.9,76.4,0.7661,,,,,,,,,,,,,,
4.8,75.7,0.6590,,,,,,,,,,,,,,
4.7,78.9,0.6820,,,,,,,,,,,,,,
5.0,75.0,0.6627,,,,,,,,,,,,,,
5.6,69.5,0.6362,,,,,,,,,,,,,,
7.0,64.9,0.6512,,,,,,,,,,,,,,
7.1,65.4,0.6644,,,,,,,,,,,,,,
6.4,67.4,0.6537,,,,,,,,,,,,,,
5.3,75.9,0.6824,,,,,,,,,,,,,,
6.3,73.0,0.7024,,,,,,,,,,,,,,
8.6,63.3,0.7073,,,,,,,,,,,,,,
10.0,55.0,0.6753,,,,,,,,,,,,,,
9.4,53.6,0.6333,,,,,,,,,,,,,,
9.2,55.0,0.6402,,,,,,,,,,,,,,
8.7,55.1,0.6228,,,,,,,,,,,,,,
8.9,54.4,0.6200,,,,,,,,,,,,,,
8.6,53.6,0.5992,,,,,,,,,,,,,,
9.0,50.4,0.5809,,,,,,,,,,,,,,
9.2,49.8,0.5808,,,,,,,,,,,,,,
8.8,52.1,0.5918,,,,,,,,,,,,,,
8.8,50.9,0.5781,,,,,,,,,,,,,,
8.7,51.1,0.5755,,,,,,,,,,,,,,
8.6,51.5,0.5772,,,,,,,,,,,,,,
8.5,51.9,0.5766,,,,,,,,,,,,,,
8.1,53.1,0.5742,,,,,,,,,,,,,,
7.8,54.2,0.5755,,,,,,,,,,,,,,
7.1,56.0,0.5690,,,,,,,,,,,,,,
7.0,57.6,0.5784,,,,,,,,,,,,,,
7.5,55.3,0.5734,,,,,,,,,,,,,,
7.0,56.3,0.5660,,,,,,,,,,,,,,
7.6,53.5,0.5605,,,,,,,,,,,,,,
8.3,50.5,0.5558,,,,,,,,,,,,,,
12.4,37.1,0.5329,,,,,,,,,,,,,,
13.9,32.3,0.5117,,,,,,,,,,,,,,
14.4,28.9,0.4723,,,,,,,,,,,,,,
14.8,25.4,0.4259,,,,,,,,,,,,,,
15.1,20.8,0.3536,,,,,,,,,,,,,,
15.4,23.5,0.4076,,,,,,,,,,,,,,
13.7,28.1,0.4381,,,,,,,,,,,,,,
11.5,37.5,0.5068,,,,,,,,,,,,,,
10.4,42.3,0.5337,,,,,,,,,,,,,,
9.9,44.0,0.5381,,,,,,,,,,,,,,
8.7,48.3,0.5458,,,,,,,,,,,,,,
8.1,49.9,0.5417,,,,,,,,,,,,,,
7.3,52.8,0.5419,,,,,,,,,,,,,,
8.0,52.2,0.5623,,,,,,,,,,,,,,
6.8,56.4,0.5609,,,,,,,,,,,,,,
6.7,57.4,0.5654,,,,,,,,,,,,,,
5.9,62.1,0.5806,,,,,,,,,,,,,,
5.4,65.9,0.5947,,,,,,,,,,,,,,
5.5,66.5,0.6054,,,,,,,,,,,,,,
5.9,65.8,0.6178,,,,,,,,,,,,,,
6.4,63.9,0.6192,,,,,,,,,,,,,,
7.2,62.2,0.6351,,,,,,,,,,,,,,
7.9,60.0,0.6406,,,,,,,,,,,,,,
8.3,58.5,0.6403,,,,,,,,,,,,,,
9.3,54.5,0.6415,,,,,,,,,,,,,,
10.2,53.1,0.6608,,,,,,,,,,,,,,
11.1,51.4,0.6790,,,,,,,,,,,,,,
12.8,46.9,0.6919,,,,,,,,,,,,,,
13.1,48.0,0.7181,,,,,,,,,,,,,,
13.5,51.5,0.7930,,,,,,,,,,,,,,
13.4,51.2,0.7808,,,,,,,,,,,,,,
12.1,55.3,0.7777,,,,,,,,,,,,,,
12.0,56.5,0.7924,,,,,,,,,,,,,,
10.4,64.4,0.8123,,,,,,,,,,,,,,
9.4,69.1,0.8150,,,,,,,,,,,,,,
8.9,71.0,0.8115,,,,,,,,,,,,,,
8.1,73.8,0.7968,,,,,,,,,,,,,,
7.3,76.8,0.7904,,,,,,,,,,,,,,
7.3,76.7,0.7862,,,,,,,,,,,,,,
7.1,77.3,0.7826,,,,,,,,,,,,,,
6.7,78.7,0.7779,,,,,,,,,,,,,,
7.0,77.8,0.7848,,,,,,,,,,,,,,
5.7,80.5,0.7416,,,,,,,,,,,,,,
5.2,81.4,0.7276,,,,,,,,,,,,,,
5.6,80.4,0.7349,,,,,,,,,,,,,,
6.3,78.8,0.7544,,,,,,,,,,,,,,
6.9,76.9,0.7682,,,,,,,,,,,,,,
9.2,67.7,0.7900,,,,,,,,,,,,,,
11.6,59.8,0.8152,,,,,,,,,,,,,,
14.0,52.0,0.8288,,,,,,,,,,,,,,
15.0,50.2,0.8495,,,,,,,,,,,,,,
14.9,49.9,0.8394,,,,,,,,,,,,,,
15.8,33.8,0.6034,,,,,,,,,,,,,,
15.4,29.3,0.5068,,,,,,,,,,,,,,
14.4,25.7,0.4193,,,,,,,,,,,,,,
13.4,27.2,0.4157,,,,,,,,,,,,,,
12.2,28.7,0.4077,,,,,,,,,,,,,,
11.3,25.7,0.3422,,,,,,,,,,,,,,
9.7,31.9,0.3848,,,,,,,,,,,,,,
8.4,36.5,0.4035,,,,,,,,,,,,,,
8.2,36.8,0.4016,,,,,,,,,,,,,,
8.0,36.0,0.3872,,,,,,,,,,,,,,
7.0,39.9,0.4006,,,,,,,,,,,,,,
5.7,44.3,0.4093,,,,,,,,,,,,,,
4.7,46.6,0.4025,,,,,,,,,,,,,,
4.2,50.8,0.4234,,,,,,,,,,,,,,
4.6,45.1,0.3861,,,,,,,,,,,,,,
2.7,53.3,0.4006,,,,,,,,,,,,,,
3.1,51.0,0.3947,,,,,,,,,,,,,,
2.5,54.1,0.4017,,,,,,,,,,,,,,
3.1,53.5,0.4123,,,,,,,,,,,,,,
5.0,47.5,0.4180,,,,,,,,,,,,,,
5.8,43.4,0.4032,,,,,,,,,,,,,,
7.1,42.8,0.4327,,,,,,,,,,,,,,
7.9,41.6,0.4459,,,,,,,,,,,,,,
8.1,41.2,0.4480,,,,,,,,,,,,,,
8.3,41.3,0.4533,,,,,,,,,,,,,,
8.9,49.1,0.5629,,,,,,,,,,,,,,
7.1,66.0,0.6678,,,,,,,,,,,,,,
5.7,75.1,0.6942,,,,,,,,,,,,,,
5.4,77.6,0.7031,,,,,,,,,,,,,,
5.4,78.2,0.7074,,,,,,,,,,,,,,
7.3,68.1,0.6979,,,,,,,,,,,,,,
5.8,74.4,0.6924,,,,,,,,,,,,,,
6.2,72.3,0.6887,,,,,,,,,,,,,,
5.9,72.7,0.6791,,,,,,,,,,,,,,
5.0,76.5,0.6728,,,,,,,,,,,,,,
4.0,80.4,0.6630,,,,,,,,,,,,,,
5.8,59.0,0.5493,,,,,,,,,,,,,,
5.8,59.5,0.5519,,,,,,,,,,,,,,
6.6,51.3,0.5026,,,,,,,,,,,,,,
7.0,47.2,0.4745,,,,,,,,,,,,,,
6.6,47.9,0.4686,,,,,,,,,,,,,,
7.2,49.8,0.5061,,,,,,,,,,,,,,
6.9,52.8,0.5293,,,,,,,,,,,,,,
8.7,46.7,0.5249,,,,,,,,,,,,,,
10.0,40.6,0.4971,,,,,,,,,,,,,,
11.8,35.4,0.4877,,,,,,,,,,,,,,
10.7,37.2,0.4788,,,,,,,,,,,,,,
10.9,34.9,0.4560,,,,,,,,,,,,,,
10.7,33.1,0.4256,,,,,,,,,,,,,,
10.6,34.2,0.4375,,,,,,,,,,,,,,
8.9,38.1,0.4341,,,,,,,,,,,,,,
7.8,39.7,0.4206,,,,,,,,,,,,,,
7.3,42.2,0.4341,,,,,,,,,,,,,,
6.9,42.5,0.4257,,,,,,,,,,,,,,
6.6,43.2,0.4247,,,,,,,,,,,,,,
6.4,41.7,0.4034,,,,,,,,,,,,,,
6.1,42.6,0.4041,,,,,,,,,,,,,,
5.9,41.8,0.3928,,,,,,,,,,,,,,
5.7,41.5,0.3836,,,,,,,,,,,,,,
5.5,42.4,0.3867,,,,,,,,,,,,,,
4.5,52.0,0.4436,,,,,,,,,,,,,,
4.3,51.6,0.4323,,,,,,,,,,,,,,
3.7,56.3,0.4530,,,,,,,,,,,,,,
3.3,58.1,0.4559,,,,,,,,,,,,,,
3.9,47.3,0.3862,,,,,,,,,,,,,,
4.3,45.9,0.3843,,,,,,,,,,,,,,
4.2,50.1,0.4168,,,,,,,,,,,,,,
3.4,62.7,0.4943,,,,,,,,,,,,,,
5.0,51.4,0.4534,,,,,,,,,,,,,,
5.7,44.1,0.4063,,,,,,,,,,,,,,
5.2,44.5,0.3968,,,,,,,,,,,,,,
4.7,48.6,0.4194,,,,,,,,,,,,,,
4.5,51.0,0.4327,,,,,,,,,,,,,,
5.1,50.1,0.4432,,,,,,,,,,,,,,
5.0,50.4,0.4430,,,,,,,,,,,,,,
4.3,56.4,0.4721,,,,,,,,,,,,,,
4.3,56.7,0.4760,,,,,,,,,,,,,,
4.3,57.0,0.4771,,,,,,,,,,,,,,
3.5,60.3,0.4782,,,,,,,,,,,,,,
4.1,52.5,0.4351,,,,,,,,,,,,,,
3.9,50.6,0.4127,,,,,,,,,,,,,,
3.9,47.7,0.3901,,,,,,,,,,,,,,
4.0,47.8,0.3939,,,,,,,,,,,,,,
3.9,50.9,0.4144,,,,,,,,,,,,,,
3.0,57.7,0.4423,,,,,,,,,,,,,,
3.3,52.8,0.4137,,,,,,,,,,,,,,
2.7,53.9,0.4062,,,,,,,,,,,,,,
2.8,54.4,0.4110,,,,,,,,,,,,,,
3.6,49.0,0.3915,,,,,,,,,,,,,,
3.3,50.2,0.3934,,,,,,,,,,,,,,
3.5,47.5,0.3778,,,,,,,,,,,,,,
4.3,49.4,0.4136,,,,,,,,,,,,,,
4.5,48.4,0.4131,,,,,,,,,,,,,,
4.3,50.0,0.4199,,,,,,,,,,,,,,
4.3,49.7,0.4166,,,,,,,,,,,,,,
4.9,45.3,0.3955,,,,,,,,,,,,,,
5.6,42.4,0.3884,,,,,,,,,,,,,,
5.7,43.1,0.3984,,,,,,,,,,,,,,
4.8,49.7,0.4305,,,,,,,,,,,,,,
5.1,43.0,0.3821,,,,,,,,,,,,,,
5.3,44.4,0.3970,,,,,,,,,,,,,,
4.9,47.9,0.4180,,,,,,,,,,,,,,
4.7,50.8,0.4398,,,,,,,,,,,,,,
4.6,54.8,0.4704,,,,,,,,,,,,,,
4.0,56.8,0.4688,,,,,,,,,,,,,,
4.2,46.8,0.3900,,,,,,,,,,,,,,
4.5,42.0,0.3571,,,,,,,,,,,,,,
4.1,42.1,0.3487,,,,,,,,,,,,,,
4.5,39.7,0.3379,,,,,,,,,,,,,,
4.4,42.2,0.3571,,,,,,,,,,,,,,
4.1,45.9,0.3804,,,,,,,,,,,,,,
4.3,42.5,0.3556,,,,,,,,,,,,,,
4.6,38.1,0.3267,,,,,,,,,,,,,,
4.6,39.4,0.3367,,,,,,,,,,,,,,
4.8,41.9,0.3634,,,,,,,,,,,,,,
5.9,40.2,0.3760,,,,,,,,,,,,,,
7.0,38.4,0.3861,,,,,,,,,,,,,,
6.6,40.2,0.3944,,,,,,,,,,,,,,
6.6,41.2,0.4046,,,,,,,,,,,,,,
7.3,36.8,0.3779,,,,,,,,,,,,,,
7.3,35.0,0.3584,,,,,,,,,,,,,,
7.0,33.5,0.3367,,,,,,,,,,,,,,
6.5,32.4,0.3155,,,,,,,,,,,,,,
5.7,33.9,0.3131,,,,,,,,,,,,,,
5.0,36.1,0.3178,,,,,,,,,,,,,,
4.7,38.3,0.3306,,,,,,,,,,,,,,
4.5,39.9,0.3390,,,,,,,,,,,,,,
4.3,41.1,0.3451,,,,,,,,,,,,,,
4.0,43.1,0.3551,,,,,,,,,,,,,,
3.7,46.0,0.3701,,,,,,,,,,,,,,
3.3,47.4,0.3716,,,,,,,,,,,,,,
3.0,49.1,0.3774,,,,,,,,,,,,,,
3.5,48.0,0.3822,,,,,,,,,,,,,,
3.6,48.0,0.3835,,,,,,,,,,,,,,
4.0,47.8,0.3919,,,,,,,,,,,,,,
4.1,48.1,0.3975,,,,,,,,,,,,,,
4.1,47.4,0.3926,,,,,,,,,,,,,,
4.2,48.7,0.4073,,,,,,,,,,,,,,
4.1,49.8,0.4117,,,,,,,,,,,,,,
4.3,48.4,0.4043,,,,,,,,,,,,,,
4.6,49.7,0.4271,,,,,,,,,,,,,,
4.5,49.6,0.4210,,,,,,,,,,,,,,
4.4,48.4,0.4087,,,,,,,,,,,,,,
4.7,47.2,0.4075,,,,,,,,,,,,,,
4.2,49.5,0.4118,,,,,,,,,,,,,,
3.4,50.7,0.3991,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
1.9,49.7,0.3528,,,,,,,,,,,,,,
1.6,52.9,0.3692,,,,,,,,,,,,,,
1.4,53.8,0.3687,,,,,,,,,,,,,,
1.0,54.7,0.3657,,,,,,,,,,,,,,
1.4,52.3,0.3591,,,,,,,,,,,,,,
1.6,51.0,0.3561,,,,,,,,,,,,,,
1.4,53.1,0.3642,,,,,,,,,,,,,,
1.7,54.1,0.3785,,,,,,,,,,,,,,
2.5,51.0,0.3778,,,,,,,,,,,,,,
2.9,48.7,0.3706,,,,,,,,,,,,,,
3.6,45.8,0.3674,,,,,,,,,,,,,,
3.1,48.1,0.3722,,,,,,,,,,,,,,
3.4,46.6,0.3668,,,,,,,,,,,,,,
